"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9"
"766","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"767","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"768","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"769","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"770","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"771","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"772","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"773","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"774","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"775","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"776","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"777","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"778","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"779","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"780","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"781","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"782","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"783","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"784","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Baja","Varias_salidas","Foraneo"
"785","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"786","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"787","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"788","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"789","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"790","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"791","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"792","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"793","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"794","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"795","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"796","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"797","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"798","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"799","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"800","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Varias_salidas","Foraneo"
"801","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"802","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"803","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"804","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"805","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"806","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"807","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"808","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"809","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"810","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"811","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"812","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"813","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"814","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"815","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"816","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Varias_salidas","Foraneo"
"817","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"818","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"819","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"820","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"821","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"822","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"823","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"824","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"825","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"826","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"827","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"828","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"829","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"830","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"831","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"832","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Baja","Varias_salidas","Foraneo"
"833","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"834","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"835","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"836","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"837","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"838","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"839","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"840","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"841","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"842","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"843","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"844","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"845","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"846","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"847","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"848","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Foraneo"
"849","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"850","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"851","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"852","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"853","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"854","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"855","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"856","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"857","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"858","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"859","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"860","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"861","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"862","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"863","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"864","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Foraneo"
"865","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"866","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"867","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"868","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"869","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"870","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"871","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"872","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"873","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"874","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"875","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"876","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"877","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"878","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"879","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"880","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Foraneo"
"881","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"882","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"883","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"884","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"885","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"886","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"887","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"888","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"889","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"890","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"891","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"892","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"893","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"894","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"895","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"896","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Foraneo"
"897","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"898","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"899","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"900","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"901","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"902","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"903","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"904","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"905","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"906","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"907","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"908","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"909","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"910","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"911","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"912","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Foraneo"
"913","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"914","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"915","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"916","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"917","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"918","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"919","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"920","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"921","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"922","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"923","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"924","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"925","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"926","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"927","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"928","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Foraneo"
"929","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"930","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"931","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"932","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"933","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"934","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"935","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"936","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"937","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"938","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"939","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"940","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"941","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"942","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"943","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"944","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Foraneo"
"945","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"946","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"947","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"948","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"949","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"950","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"951","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"952","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"953","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"954","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"955","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"956","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"957","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"958","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"959","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"960","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Foraneo"
"961","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"962","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"963","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"964","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"965","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"966","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"967","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"968","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"969","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"970","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"971","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"972","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"973","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"974","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"975","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"976","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Foraneo"
"977","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"978","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"979","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"980","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"981","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"982","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"983","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"984","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"985","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"986","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"987","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"988","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"989","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"990","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"991","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"992","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Foraneo"
"993","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"994","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"995","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"996","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"997","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"998","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"999","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1000","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1001","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1002","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1003","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1004","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1005","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1006","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1007","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1008","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Foraneo"
"1009","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
